layer_idx,sublayer,module,seed_a,seed_b,d_grassmannian,d_chordal,mean_angle_deg,max_angle_deg,min_angle_deg,theta_00_deg,theta_01_deg,theta_02_deg,theta_03_deg,theta_04_deg,theta_05_deg,theta_06_deg,theta_07_deg,theta_08_deg,theta_09_deg,theta_10_deg,theta_11_deg,theta_12_deg,theta_13_deg,theta_14_deg,theta_15_deg
0,self_attn,k_proj,0,4,5.08336067199707,3.7232964038848877,71.75271606445312,88.56161499023438,47.84598159790039,47.84598159790039,55.08670425415039,56.71577453613281,60.442909240722656,64.41181945800781,64.73845672607422,68.98176574707031,69.9676284790039,74.14031219482422,76.58154296875,78.10846710205078,82.55931854248047,85.04519653320312,87.12068176269531,87.73523712158203,88.56161499023438
0,self_attn,k_proj,1,2,5.087996959686279,3.713744878768921,71.67958068847656,88.90065002441406,46.710296630859375,46.710296630859375,52.407386779785156,52.841670989990234,60.64508056640625,63.30544662475586,66.92144012451172,68.05372619628906,72.52461242675781,74.54049682617188,77.11385345458984,79.9159164428711,84.36283111572266,85.0395278930664,86.369384765625,87.22105407714844,88.90065002441406
0,self_attn,k_proj,1,3,5.16919469833374,3.739952325820923,72.869873046875,89.56538391113281,46.48880386352539,46.48880386352539,49.96879959106445,56.03090286254883,60.264984130859375,69.10906219482422,70.15823364257812,72.42850494384766,73.57457733154297,75.08943939208984,79.2276382446289,81.30875396728516,82.90331268310547,83.88990020751953,87.41387176513672,88.49588012695312,89.56538391113281
0,self_attn,k_proj,1,4,5.081295490264893,3.718319892883301,71.61685180664062,88.76605224609375,44.3040657043457,44.3040657043457,48.886009216308594,54.680641174316406,63.12769317626953,65.365234375,69.62334442138672,70.0170669555664,73.40831756591797,74.36402130126953,77.55325317382812,79.70541381835938,81.76875305175781,84.00614929199219,84.23729705810547,86.05632019042969,88.76605224609375
0,self_attn,k_proj,2,3,4.954771518707275,3.6386780738830566,69.26718139648438,89.37751770019531,37.56703186035156,37.56703186035156,46.042781829833984,48.94807815551758,52.96207046508789,60.481170654296875,64.50458526611328,70.39415740966797,72.71320343017578,73.28489685058594,75.2851333618164,79.42289733886719,80.88581848144531,84.03255462646484,84.85143280029297,87.52154541015625,89.37751770019531
0,self_attn,k_proj,2,4,5.14720344543457,3.735551357269287,72.56886291503906,89.81266021728516,46.11458206176758,46.11458206176758,51.757728576660156,55.473079681396484,57.67123031616211,66.56851959228516,70.63616943359375,73.53299713134766,75.31358337402344,75.97293090820312,78.84288787841797,79.90508270263672,82.88687133789062,83.69219207763672,86.1096420288086,86.81167602539062,89.81266021728516
0,self_attn,k_proj,3,4,5.034856796264648,3.716718912124634,71.11184692382812,88.89847564697266,48.200538635253906,48.200538635253906,48.99059295654297,57.939720153808594,60.648380279541016,64.53075408935547,67.70681762695312,69.77777099609375,72.32526397705078,73.16517639160156,77.39070892333984,78.42658996582031,78.89234161376953,81.9683609008789,83.01616668701172,85.9119644165039,88.89847564697266
0,self_attn,o_proj,0,1,5.358860492706299,3.809508800506592,75.86970520019531,89.55152130126953,51.02119445800781,51.02119445800781,56.21356964111328,60.56221008300781,66.39778137207031,69.5882568359375,72.17064666748047,76.18865203857422,78.64883422851562,81.02764129638672,82.93656921386719,83.11205291748047,85.16765594482422,85.66912078857422,87.27363586425781,88.38603973388672,89.55152130126953
0,self_attn,o_proj,0,2,5.39310884475708,3.820831537246704,76.39241790771484,89.85696411132812,49.59245681762695,49.59245681762695,56.597412109375,63.128292083740234,67.18545532226562,73.42256164550781,75.30760192871094,76.6512680053711,77.86268615722656,78.86430358886719,83.30186462402344,83.54959106445312,84.02902221679688,86.54315948486328,87.75194549560547,88.63407135009766,89.85696411132812
0,self_attn,o_proj,0,3,5.396762371063232,3.824538230895996,76.49494934082031,89.1904525756836,54.1345100402832,54.1345100402832,57.77871322631836,60.733150482177734,64.59197235107422,71.73320007324219,75.68881225585938,76.23355102539062,78.62110900878906,81.40971374511719,83.11653137207031,83.27291870117188,83.71038055419922,86.78069305419922,87.94126892089844,88.98214721679688,89.1904525756836
0,self_attn,o_proj,0,4,5.34398889541626,3.805583953857422,75.65216827392578,89.81502532958984,50.45869064331055,50.45869064331055,56.959678649902344,62.066650390625,64.79283905029297,67.83245086669922,71.2018051147461,77.22669982910156,79.42509460449219,79.50479125976562,82.16864013671875,83.13531494140625,84.01779174804688,85.6491470336914,87.20040893554688,88.97966766357422,89.81502532958984
0,self_attn,o_proj,1,2,5.361379623413086,3.819993734359741,76.01313781738281,89.23422241210938,53.79319381713867,53.79319381713867,55.119449615478516,61.59720993041992,66.82872772216797,72.44287109375,75.59519958496094,76.1183853149414,77.12760162353516,81.224365234375,81.5341796875,81.89807891845703,83.02125549316406,84.93182373046875,87.28226470947266,88.46142578125,89.23422241210938
0,self_attn,o_proj,1,3,5.406574249267578,3.8326308727264404,76.6981201171875,89.67964935302734,52.83308792114258,52.83308792114258,60.21510696411133,63.33021926879883,66.52627563476562,70.72621154785156,74.8195571899414,76.3290023803711,79.06249237060547,81.29877471923828,82.39842224121094,83.31538391113281,84.77252960205078,86.10966491699219,87.53767395019531,88.21588897705078,89.67964935302734
0,self_attn,o_proj,1,4,5.373290061950684,3.826638698577881,76.230712890625,89.53931427001953,53.61492156982422,53.61492156982422,57.45323944091797,62.82313919067383,67.07383728027344,71.77246856689453,74.50103759765625,76.69671630859375,78.33204650878906,78.8616943359375,81.51191711425781,83.6767578125,84.83942413330078,85.57315826416016,86.25316619873047,87.1685562133789,89.53931427001953
0,self_attn,o_proj,2,3,5.413122653961182,3.838632106781006,76.84165954589844,89.97687530517578,52.721954345703125,52.721954345703125,61.413055419921875,64.82147979736328,69.57806396484375,70.92293548583984,73.2402114868164,76.91136169433594,77.97747802734375,80.89022827148438,81.53365325927734,82.27981567382812,84.72942352294922,85.20587921142578,87.8790512084961,89.38504791259766,89.97687530517578
0,self_attn,o_proj,2,4,5.426525592803955,3.8356082439422607,76.96806335449219,89.7840347290039,52.50235366821289,52.50235366821289,58.379398345947266,63.910621643066406,69.51885986328125,72.11294555664062,74.23353576660156,77.53226470947266,78.48735809326172,80.12958526611328,81.87263488769531,84.15460968017578,84.77012634277344,87.00148010253906,88.04589080810547,89.05340576171875,89.7840347290039
0,self_attn,o_proj,3,4,5.4372453689575195,3.8401689529418945,77.1552963256836,89.70529174804688,56.516239166259766,56.516239166259766,58.371463775634766,62.269535064697266,65.83064270019531,71.30909729003906,76.79862213134766,78.17061614990234,80.84966278076172,81.23438262939453,82.19868469238281,84.123046875,84.94760131835938,85.92900848388672,87.42494201660156,88.8059310913086,89.70529174804688
0,self_attn,q_proj,0,1,5.518095016479492,3.8805899620056152,78.5777587890625,89.82288360595703,61.14387893676758,61.14387893676758,63.17626953125,68.82097625732422,70.57279205322266,74.38520812988281,76.61891174316406,78.60746002197266,81.12950134277344,81.75240325927734,82.0438003540039,83.1185073852539,84.05142974853516,84.70800018310547,88.34339904785156,88.94866180419922,89.82288360595703
0,self_attn,q_proj,0,2,5.427465438842773,3.852369546890259,77.17442321777344,89.07605743408203,58.26772689819336,58.26772689819336,63.85601043701172,65.24809265136719,68.37619018554688,70.13274383544922,73.47148895263672,75.4770278930664,78.6628189086914,80.15355682373047,81.24869537353516,83.55992889404297,85.478515625,86.24716186523438,86.73674011230469,88.79806518554688,89.07605743408203
0,self_attn,q_proj,0,3,5.351731777191162,3.8262765407562256,75.98438262939453,89.0206069946289,56.95729064941406,56.95729064941406,60.16209411621094,62.550262451171875,65.89879608154297,68.82984161376953,71.56855010986328,74.78593444824219,76.60615539550781,80.63585662841797,81.88462829589844,83.53837585449219,84.22232055664062,85.2370834350586,86.06582641601562,87.7864990234375,89.0206069946289
0,self_attn,q_proj,0,4,5.399148941040039,3.851752996444702,76.81974029541016,89.32649230957031,59.68404006958008,59.68404006958008,60.310909271240234,65.86634063720703,70.09756469726562,71.46837615966797,74.1711196899414,76.07955169677734,78.0514907836914,80.20477294921875,81.2234878540039,81.89762115478516,83.08277893066406,83.55752563476562,86.7562255859375,87.33751678466797,89.32649230957031
0,self_attn,q_proj,1,2,5.515416145324707,3.8815855979919434,78.5546875,89.70136260986328,60.662254333496094,60.662254333496094,64.77661895751953,67.8894271850586,72.91986846923828,73.54402160644531,76.13610076904297,77.25035858154297,79.80787658691406,80.76171112060547,83.22481536865234,83.90473937988281,85.60169219970703,86.29354858398438,86.63911437988281,87.76148986816406,89.70136260986328
0,self_attn,q_proj,1,3,5.429103374481201,3.857041597366333,77.238037109375,88.63438415527344,58.735069274902344,58.735069274902344,60.98912048339844,68.0256576538086,70.15664672851562,71.59996795654297,72.98055267333984,76.35559844970703,78.99845123291016,79.28216552734375,82.59236145019531,83.37057495117188,83.97659301757812,86.5195541381836,86.67918395996094,86.91267395019531,88.63438415527344
0,self_attn,q_proj,1,4,5.532589435577393,3.8865103721618652,78.81692504882812,89.53243255615234,60.82743453979492,60.82743453979492,64.65833282470703,67.79241943359375,73.46638488769531,76.08425903320312,77.4068832397461,78.08220672607422,80.19776153564453,80.97623443603516,82.27731323242188,83.24188995361328,84.49330139160156,86.01402282714844,87.22683715820312,88.79313659667969,89.53243255615234
0,self_attn,q_proj,2,3,5.49943208694458,3.876924991607666,78.3049545288086,89.80744171142578,58.65636444091797,58.65636444091797,64.01996612548828,69.2864990234375,71.1441650390625,75.09097290039062,76.26852416992188,78.65985870361328,78.80848693847656,80.45967864990234,82.01699829101562,83.29827880859375,84.59749603271484,86.19174194335938,86.4664306640625,88.10626983642578,89.80744171142578
0,self_attn,q_proj,2,4,5.507684707641602,3.876473903656006,78.40209197998047,89.53919982910156,58.431678771972656,58.431678771972656,63.64841079711914,69.0550765991211,71.13874053955078,73.68441009521484,76.6345443725586,78.73565673828125,79.65966796875,81.2679443359375,82.4464111328125,84.27732849121094,85.06724548339844,85.8276596069336,87.27798461914062,87.74150848388672,89.53919982910156
0,self_attn,q_proj,3,4,5.492394924163818,3.8655855655670166,78.0970687866211,89.29492950439453,56.773475646972656,56.773475646972656,61.10588836669922,67.67450714111328,70.52375030517578,73.79643249511719,76.71813201904297,78.11329650878906,79.84296417236328,80.9193115234375,83.01470184326172,84.5960693359375,85.08161926269531,85.69328308105469,87.62031555175781,88.78446197509766,89.29492950439453
0,self_attn,v_proj,0,1,5.1312432289123535,3.7247414588928223,72.22599792480469,89.47896575927734,39.18177032470703,39.18177032470703,52.624298095703125,59.11388397216797,60.66465759277344,65.94140625,68.64619445800781,69.41668701171875,73.6669692993164,76.57115173339844,78.49349212646484,80.70262908935547,82.46844482421875,84.32280731201172,86.62881469726562,87.6938247680664,89.47896575927734
0,self_attn,v_proj,0,2,5.040800094604492,3.6940665245056152,70.85877227783203,88.32831573486328,39.359771728515625,39.359771728515625,48.58699035644531,55.10300827026367,58.539459228515625,65.5672378540039,67.8156509399414,69.63690185546875,72.66349029541016,75.43690490722656,77.53003692626953,79.35029602050781,80.51066589355469,83.87040710449219,84.6343994140625,86.80681610107422,88.32831573486328
0,self_attn,v_proj,0,3,5.093684673309326,3.7226216793060303,71.80892944335938,88.9641342163086,43.59225082397461,43.59225082397461,49.91958999633789,58.0234375,62.10358810424805,63.994197845458984,70.27477264404297,71.35189056396484,72.19303131103516,73.63529205322266,77.47611999511719,79.8184814453125,81.29581451416016,84.05145263671875,84.88136291503906,87.36751556396484,88.9641342163086
0,self_attn,v_proj,0,4,5.18864631652832,3.7310497760772705,72.94340515136719,89.731201171875,39.632938385009766,39.632938385009766,51.48741912841797,56.673336029052734,59.97541809082031,62.506500244140625,73.503662109375,74.67399597167969,75.93944549560547,77.04499053955078,80.24456787109375,81.78843688964844,83.54251098632812,84.70152282714844,87.42604064941406,88.2224349975586,89.731201171875
0,self_attn,v_proj,1,2,5.135258197784424,3.720383882522583,72.23519134521484,89.20989227294922,39.85593795776367,39.85593795776367,50.781883239746094,60.160953521728516,63.469879150390625,64.84615325927734,66.89681243896484,68.30072021484375,68.77793884277344,77.81861877441406,80.312744140625,80.65081787109375,84.2393569946289,85.45079803466797,86.49047088623047,88.50007629394531,89.20989227294922
0,self_attn,v_proj,1,3,5.1096882820129395,3.738657236099243,72.181884765625,87.923828125,45.25760269165039,45.25760269165039,53.66411209106445,57.97005844116211,61.98440170288086,65.36032104492188,70.31166076660156,71.60975646972656,73.08749389648438,74.74129486083984,78.21837615966797,79.70354461669922,80.37171936035156,81.15484619140625,86.06127166748047,87.48985290527344,87.923828125
0,self_attn,v_proj,1,4,5.09896993637085,3.7183427810668945,71.78057861328125,89.43803405761719,38.57352066040039,38.57352066040039,52.993309020996094,57.74140548706055,60.4565544128418,65.73223114013672,67.66560363769531,70.23075866699219,73.12290954589844,77.23809814453125,79.21422576904297,80.92052459716797,81.34772491455078,82.79112243652344,84.26294708251953,86.76032257080078,89.43803405761719
0,self_attn,v_proj,2,3,5.118653774261475,3.7124428749084473,71.97029113769531,89.80594635009766,43.33077621459961,43.33077621459961,50.59320068359375,51.11484909057617,59.390254974365234,64.98026275634766,68.81623840332031,72.74472045898438,73.78311920166016,76.03279113769531,78.84225463867188,80.38218688964844,82.30255889892578,84.24628448486328,85.91900634765625,89.24016571044922,89.80594635009766
0,self_attn,v_proj,2,4,5.119683742523193,3.704575300216675,71.83741760253906,89.05738830566406,37.470638275146484,37.470638275146484,49.18079376220703,54.68195724487305,59.22970962524414,64.70691680908203,66.57344818115234,72.21504211425781,74.5052261352539,79.26091003417969,79.54253387451172,81.92051696777344,82.93187713623047,85.07990264892578,86.01619720458984,87.02568054199219,89.05738830566406
0,self_attn,v_proj,3,4,5.130444049835205,3.7281622886657715,72.2763671875,89.80005645751953,42.92881393432617,42.92881393432617,49.50647735595703,59.1334114074707,62.05652618408203,62.784393310546875,69.45591735839844,71.5663833618164,74.7366943359375,75.31501007080078,79.35961151123047,81.03801727294922,83.58224487304688,84.0980453491211,84.39960479736328,86.6607666015625,89.80005645751953
1,mlp,down_proj,0,1,5.5193610191345215,3.8875160217285156,78.66397857666016,88.76805114746094,61.201114654541016,61.201114654541016,65.8340835571289,69.65609741210938,72.95626068115234,75.64326477050781,76.27391815185547,77.802001953125,78.65782165527344,80.14884185791016,81.62259674072266,83.38121032714844,85.19623565673828,85.6439208984375,87.77448272705078,88.06373596191406,88.76805114746094
1,mlp,down_proj,0,2,5.566190242767334,3.9011998176574707,79.39179229736328,88.92027282714844,65.47257232666016,65.47257232666016,67.9768295288086,69.85223388671875,72.04244232177734,74.9820556640625,76.53047943115234,78.7194595336914,80.33293151855469,80.79289245605469,82.05953979492188,84.82518768310547,85.0152359008789,87.18041229248047,87.72596740722656,87.8401107788086,88.92027282714844
1,mlp,down_proj,0,3,5.547759532928467,3.8905980587005615,79.0494155883789,89.38136291503906,61.14160919189453,61.14160919189453,65.7228012084961,70.17013549804688,71.85269927978516,75.54652404785156,75.70993041992188,78.80754852294922,80.22415924072266,81.44246673583984,83.96598815917969,84.3596420288086,85.15443420410156,85.38063049316406,87.22943878173828,88.70122528076172,89.38136291503906
1,mlp,down_proj,0,4,5.606750011444092,3.906787157058716,79.95210266113281,89.20025634765625,61.050140380859375,61.050140380859375,67.38478088378906,73.14949035644531,74.8943099975586,77.26707458496094,77.47823333740234,80.4591064453125,81.82103729248047,82.17036437988281,82.72663116455078,83.75316619873047,85.23401641845703,86.78662109375,87.19438171386719,88.66400909423828,89.20025634765625
